Administrative;ProductRelated;ProductRelated_Duration;BounceRates;ExitRates;PageValues;M11;New_Visitor;Returning_Visitor;Revenue
0;6;8358333333;0,033333333;0,066666667;0;0;0;1;0
7;18;3381272727;0;0,014393939;0;0;0;1;0
0;2;22;0;0,1;0;0;0;1;0
2;20;1572571429;0;0,015873016;0;0;0;1;0
12;21;1321059195;0,009032258;0,025133361;7834560177;0;0;1;1
0;2;0;0,2;0,2;0;0;0;1;0
0;2;187;0,1;0,15;0;0;0;1;0
4;19;5024583333;0;0,011904762;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
3;20;1424928571;0,01;0,022222222;0;0;0;1;0
4;82;2448784448;0,000374532;0,008907697;6506831398;0;0;1;1
1;6;25,5;0,066666667;0,083333333;0;0;0;1;0
0;5;236;0;0,04;0;0;0;1;0
2;50;9524345238;0;0,011538462;2179730769;0;0;1;1
0;5;182;0;0,04;0;0;0;1;0
0;24;8543333333;0;0,008333333;0;0;0;1;0
0;3;39;0;0,022222222;0;0;0;1;0
0;15;1332833333;0,014285714;0,005714286;0;0;0;1;0
5;16;4679166667;0,011111111;0,016666667;0;0;0;1;0
1;25;674,25;0;0,017307692;0;0;0;1;0
9;50;2207391667;0,001724138;0,009972955;1530003763;0;0;1;0
0;10;300;0;0,05;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;6;177,5;0,033333333;0,044444444;0;0;0;1;0
0;34;311,5;0;0,011764706;0;0;0;1;0
3;15;4865166667;0;0,011111111;0;0;0;1;0
0;15;1418,25;0;0,00625;0;0;0;1;0
1;10;391,85;0,018055556;0,046984127;0;0;0;1;0
3;10;1426666667;0;0,015384615;0;0;1;0;0
3;53;1659319697;0;0,00380117;6234813701;0;0;1;1
0;1;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;59;1560601163;0,005172414;0,010673235;0;0;0;1;0
2;65;1451227362;0,003030303;0,008492896;0;0;0;1;0
4;21;2588958333;0;0,011041667;0;0;1;0;0
0;1;0;0,2;0,2;0;0;0;1;0
0;3;80;0;0,033333333;0;0;0;1;0
0;1;0;0,2;0,2;0;0;1;0;0
8;31;4965833333;0,005405405;0,012612613;3889459459;0;0;1;1
1;21;6782738095;0;0,012878788;0;0;1;0;0
0;4;55;0;0,05;0;0;0;1;0
0;4;34;0,1;0,15;0;0;0;1;0
1;8;163;0;0,011111111;0;0;1;0;0
0;7;286,5;0;0,042857143;0;0;0;1;0
0;20;1395258333;0;0,011111111;0;0;1;0;0
1;10;90;0;0,018181818;0;0;1;0;0
5;5;142;0;0,022222222;0;0;1;0;0
2;9;4166666667;0;0,004545455;0;0;1;0;0
1;12;413,8;0;0,003921569;0;0;0;1;0
0;2;403;0,1;0,15;0;0;0;1;0
0;6;106;0,1;0,116666667;0;0;0;1;0
4;16;515;0;0,010526316;0;0;0;1;0
0;26;392;0,007692308;0,030128205;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
2;25;1720;0;0,007692308;6029018448;0;0;1;1
1;8;226,5;0;0,0125;0;0;0;1;0
0;10;1301666667;0,055555556;0,083333333;2666133333;0;0;1;0
7;14;1929333333;0;0,013333333;0;0;0;1;0
4;20;7453333333;0,00952381;0,028571429;0;0;0;1;0
2;5;97;0;0,033333333;0;0;0;1;0
0;4;233;0,05;0,075;0;0;0;1;0
7;20;1409809524;0,008695652;0,035507246;0;0;0;1;0
0;12;448,5;0;0,033333333;0;0;0;1;0
0;6;73,75;0,033333333;0,044444444;0;0;0;1;0
4;10;386,15;0;0,015384615;65;0;0;1;1
1;16;6388333333;0;0,0125;2026155684;0;1;0;0
3;17;4895833333;0;0,011764706;0;0;1;0;0
1;23;6608166667;0;0,025;0;0;0;1;0
4;44;1489144444;0,004081633;0,014693878;0;0;0;1;0
1;20;2270833333;0;0,023809524;1023187302;0;0;1;1
1;12;121;0,028571429;0,025;0;0;0;1;0
0;15;296;0;0,04;0;0;0;1;0
3;0;0;0;0,033333333;0;0;0;1;0
0;12;4818333333;0;0,018181818;74088;0;1;0;1
2;13;3099333333;0;0,013333333;0;0;1;0;0
0;7;55;0,057142857;0,114285714;0;0;0;1;0
2;14;851;0;0,014285714;2288908649;0;1;0;1
0;1;0;0,2;0,2;0;0;0;1;0
0;3;55;0,066666667;0,1;0;0;0;1;0
0;7;8833333333;0;0,042857143;0;0;0;1;0
2;25;893,1;0;0,009615385;0;0;0;1;0
3;12;5263333333;0,022222222;0,058571429;0;0;0;1;0
2;26;5353459596;0,007407407;0,01051332;0;0;0;1;0
3;18;8846333333;0,021052632;0,041140351;0;0;0;1;0
0;2;24;0;0,05;0;0;0;1;0
0;22;2175993651;0,01;0,049312469;0;0;0;1;0
2;8;57;0;0,057142857;0;0;1;0;0
0;28;1028116667;0;0,008928571;0;0;0;1;0
0;4;93;0;0,1;0;0;0;1;0
8;35;1373464719;0,001550388;0,018148931;14322;0;0;1;0
8;34;9913678571;0,005263158;0,01443609;1093482456;0;0;1;0
0;1;1;0;0,1;0;0;0;1;0
0;7;147,25;0,028571429;0,045714286;0;0;0;1;0
0;2;0;0,2;0,2;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;9;1225,5;0,022222222;0,044444444;0;0;0;1;0
0;3;183;0;0,066666667;0;0;0;1;0
0;10;250,8;0;0,01;0;0;0;1;0
2;9;148,25;0,02;0,022;0;0;0;1;0
2;16;5040833333;0,005714286;0,019047619;9543060317;0;0;1;0
0;43;1650416667;0;0,003875969;0;0;0;1;0
0;28;2743216667;0,020689655;0,042528736;0;0;0;1;0
5;37;1288533333;0,005263158;0,028070175;0;0;0;1;0
0;15;447,5;0,03;0,065333333;0;0;0;1;0
10;41;1663761905;0,004347826;0,015942029;1363463318;0;0;1;1
5;22;1165583333;0;0,001242236;0;0;1;0;0
2;3;17;0;0,05;0;0;1;0;0
1;46;1038916667;0,021276596;0,039007092;1310326241;0;0;1;1
0;12;249,5;0,005555556;0,025;0;0;0;1;0
5;17;1302,5;0;0,016666667;0;0;0;1;0
0;10;172,5;0,01;0,043333333;0;0;0;1;0
6;50;925947619;0;0,010160428;1360512012;0;0;1;1
4;38;1524702381;0;0,006628788;0;0;1;0;0
4;13;288;0,0125;0,0375;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;3;47;0,04;0,08;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;4;63;0;0,05;0;0;0;1;0
0;13;1476,3;0,007692308;0,012820513;0;0;0;1;0
0;9;685;0;0,022222222;0;0;0;1;0
5;74;2396690316;0,002699055;0,020349845;1503328131;0;0;1;0
0;7;4518333333;0,028571429;0,076190476;0;0;0;1;0
0;25;151252381;0;0,024;0;0;0;1;0
1;14;306,5;0;0,004444444;0;0;0;1;0
0;5;62;0,12;0,14;0;0;0;1;0
6;48;3332293511;0;0,007847222;1145469444;0;0;1;0
1;22;2815416667;0;0,0125;0;0;0;1;0
3;13;956,5;0;0,04;0;0;0;1;0
7;37;1500422543;0,014634146;0,015338753;3903580426;0;0;1;0
0;20;2271;0;0,025;0;0;0;1;0
2;8;5881666667;0;0,007407407;0;0;0;1;0
4;27;1212809524;0;0,020967742;1489210837;0;0;1;1
5;23;7927222222;0;0,010714286;2614912857;0;1;0;1
5;25;4395238095;0;0,023333333;0;0;0;1;0
0;2;5;0;0,1;0;0;0;1;0
1;22;5252666667;0;0,007709751;0;0;0;1;0
11;40;1337842794;0,008695652;0,022304507;0;0;0;1;0
4;43;1770625;0,004255319;0,015153664;0;0;0;1;0
9;27;1084,5;0;0,010784314;2296411765;0;1;0;0
0;1;0;0,2;0,2;0;0;0;1;0
0;93;4261842857;0,002930403;0,021080839;0;0;0;1;0
3;29;5272083333;0;0,011330049;0;0;0;1;0
0;4;0;0,2;0,2;0;0;0;1;0
0;7;110;0,057142857;0,142857143;0;0;0;1;0
0;15;1733666667;0;0,026666667;0;0;0;1;0
1;12;306;0;0,02;0;0;0;1;0
0;2;62;0;0,05;0;0;0;1;0
0;2;5;0;0,1;0;0;0;1;0
0;14;1985221501;0,001230769;0,06797235;0;0;0;1;0
0;17;504;0;0,02125;3332796813;0;0;1;0
1;7;381,5;0;0,025;0;0;0;1;0
6;42;1173,07;0;0,005319149;1895323404;0;1;0;1
6;33;8786238095;0;0,02045045;193654955;0;0;1;1
0;35;1928;0,008333333;0,023611111;0;0;0;1;0
0;5;83;0,04;0,06;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
2;76;2735728571;0,002439024;0,024843206;8631719512;0;0;1;1
4;14;337,5;0;0,011764706;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
10;72;4163797619;0,000297619;0,010912698;120921619;0;0;1;1
0;15;1728321429;0,014285714;0,016428571;0;0;0;1;0
0;6;255;0;0,008333333;0;0;0;1;0
0;13;449,6;0;0,015384615;0;0;0;1;0
1;11;2436666667;0;0,018181818;0;0;0;1;0
6;33;2760716667;0,038596491;0,056282051;0;0;0;1;0
2;42;1503,25;0,001550388;0,031007752;0;0;0;1;0
2;10;5911666667;0,02;0,016;0;0;0;1;0
2;12;402,5;0;0,0025;0;0;0;1;0
5;33;1540583333;0;0,01547619;1084440741;0;0;1;0
9;28;1561083333;0,01;0,03;3810575284;0;0;1;1
1;15;1330,3;0;0,005128205;0;0;0;1;0
0;2;42;0;0,05;0;0;0;1;0
0;5;360,75;0;0,04;0;0;0;1;0
3;15;245,5;0,014285714;0,028571429;0;0;0;1;0
0;4;7;0;0,05;0;0;0;1;0
3;15;6084166667;0;0,035294118;0;0;0;1;0
0;18;708,25;0;0,045098039;0;0;0;1;0
1;7;157,5;0;0,025;0;0;1;0;0
2;33;1123242857;0,006060606;0,021969697;1112342124;0;0;1;0
0;19;9266333333;0,011111111;0,02962963;0;0;0;1;0
0;39;2808666667;0;0,01025641;0;0;0;1;0
0;26;1685266667;0,007692308;0,034615385;0;0;0;1;0
1;69;2124726768;0,002898551;0,009090177;0;0;0;1;0
3;38;1272916667;0,004878049;0,020139373;9401136585;0;0;1;0
2;30;474,5;0;0,003225806;0;0;0;1;0
7;7;1803333333;0;0,02;0;0;1;0;0
2;43;1607297619;0,002272727;0,015909091;0;0;0;1;0
2;8;60;0;0,02;0;0;1;0;0
0;7;8652777778;0;0,029004329;0;0;0;1;0
0;49;2612357143;0;0,00952381;0;0;0;1;0
0;22;8502083333;0;0,016666667;0;0;0;1;0
4;13;5566666667;0;0,001666667;273063666;0;0;1;1
0;9;186,7;0;0,022222222;0;0;0;1;0
7;194;6737271825;0,000123762;0,006138614;0;0;0;1;0
0;24;1762,25;0,008333333;0,016666667;0;0;0;1;0
7;140;8961407671;0,00137931;0,012980564;0;0;0;1;0
1;14;128;0;0,028571429;0;0;0;1;0
0;8;213,5;0;0,05;0;0;0;1;0
0;21;8498833333;0,012698413;0,032063492;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
2;13;77;0,014285714;0,028571429;0;0;0;1;0
0;2;73;0,05;0,15;0;0;0;1;0
0;8;316;0;0,019047619;0;0;1;0;0
1;24;4114083333;0;0,003571429;2091831644;0;1;0;1
1;54;1470966667;0,009090909;0,024545455;0;0;0;1;0
0;7;451;0;0,033333333;4982333333;0;1;0;1
0;3;48;0;0,033333333;0;0;0;1;0
0;3;189;0;0,066666667;0;0;0;1;0
0;27;7801666667;0;0,022222222;0;0;0;1;0
3;3;73,5;0,04;0,077777778;0;0;0;1;0
2;20;7176166667;0;0,004761905;6019477937;0;0;1;1
11;45;3641213151;0,002636535;0,014311471;7753880158;0;0;1;1
0;1;0;0,2;0,2;0;0;0;1;0
3;25;1040,75;0;0,024266667;0;0;0;1;0
1;13;8332333333;0;0,005555556;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
3;20;453625;0;0,001058201;0;0;1;0;0
0;5;51,25;0;0,02;0;0;0;1;0
11;64;1229289286;0;0,002493853;5495126905;0;1;0;0
0;28;1202;0;0,014285714;0;0;0;1;0
0;4;538;0;0,075;0;0;0;1;0
7;36;1775516667;0;0,0089599;4745736842;0;0;1;1
1;7;638;0,0375;0,045833333;0;0;0;1;0
5;10;558,8;0;0,014285714;0;0;1;0;0
0;3;190;0,033333333;0,1;0;0;0;1;0
2;10;302;0,042857143;0,05952381;1953495497;0;0;1;1
0;5;164;0,04;0,04;0;0;0;1;0
0;5;218;0;0,04;0;0;0;1;0
2;13;495;0;0,028571429;0;0;0;1;0
0;2;30;0;0,1;0;0;0;1;0
2;37;7969571429;0;0,0242741;3978276423;0;0;1;1
1;9;314,9;0;0,04;0;0;1;0;0
2;49;7899583333;0,004166667;0,015097222;0;0;0;1;0
0;19;4228333333;0,010526316;0,045614035;0;0;0;1;0
0;7;362;0;0,028571429;0;0;0;1;0
0;18;6288333333;0;0,005555556;0;0;0;1;0
1;11;839,5;0,016666667;0,05;0;0;0;1;0
0;31;5764366667;0,032258065;0,055591398;0;0;0;1;0
0;3;161;0;0,066666667;0;0;0;1;0
1;20;7398333333;0,019047619;0,030952381;0;0;0;1;0
0;5;66;0;0,053333333;0;0;0;1;0
1;54;2377;0;0,005090909;0;0;0;1;0
0;2;22;0;0,1;0;0;0;1;0
0;9;381;0;0,025;0;0;1;0;0
14;26;2559898333;0,015789474;0,017422643;2030438949;0;0;1;0
0;23;553,15;0,034782609;0,069565217;0;0;0;1;0
0;37;651;0,005405405;0,018918919;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;15;1957616667;0;0,00625;0;0;0;1;0
0;2;0;0,2;0,2;0;0;0;1;0
5;59;1660222222;0;0,011753515;6475910157;0;0;1;0
0;8;170;0,075;0,08;0;0;0;1;0
0;4;47;0,1;0,125;0;0;0;1;0
0;7;165;0,042857143;0,1;0;0;0;1;0
1;0;0;0;0,066666667;0;0;0;1;0
0;14;4068666667;0;0,007142857;0;0;0;1;0
4;23;5705166667;0,007407407;0,024074074;0;0;0;1;0
0;37;1138,5;0;0,013513514;0;0;0;1;0
0;63;2777616667;0;0,014086022;0;0;0;1;0
5;26;4637583333;0;0,001346801;0;0;1;0;0
0;1;0;0,2;0,2;0;0;0;1;0
4;28;775,5;0,006451613;0,027915633;2413073118;0;0;1;0
2;18;4900666667;0;0,013333333;0;0;0;1;0
0;14;2660166667;0;0,042857143;0;0;0;1;0
0;5;1306;0,06;0,12;0;0;0;1;0
4;9;634,2;0,005555556;0,008095238;0;0;0;1;0
0;1;0;0;0,2;0;0;0;1;0
6;22;1220433333;0,007692308;0,01025641;0;0;0;1;0
8;39;1750333333;0;0,008695652;0;0;0;1;0
1;43;1087,25;0;0,013636364;0;0;0;1;0
0;22;762547619;0;0,017391304;0;0;0;1;0
0;9;244,5;0;0,011111111;0;0;0;1;0
0;10;1010;0,022222222;0,044444444;0;0;0;1;0
0;2;32;0;0,1;0;0;0;1;0
7;27;1342666667;0,003333333;0,023333333;2935629782;0;0;1;1
2;33;1593388889;0,011428571;0,031515152;0;0;0;1;0
0;9;639;0;0,025;812475;0;0;1;1
0;4;521;0,1;0,15;0;0;0;1;0
1;17;546;0;0,004761905;0;0;0;1;0
0;8;377,5;0,0125;0,025;0;0;0;1;0
0;14;1836666667;0;0,004761905;0;0;0;1;0
0;5;84;0,04;0,06;0;0;0;1;0
5;18;4946666667;0;0,019931973;3314514286;0;0;1;1
8;62;1003965152;0,009850746;0,039110006;0;0;0;1;0
1;32;5366833333;0;0,00058651;0;0;0;1;0
8;66;3025521713;0,015995116;0,025541275;7371682608;0;0;1;1
2;24;424;0;0,001190476;0;0;1;0;0
0;5;171,5;0;0,02;0;0;0;1;0
1;67;1231136508;0,002985075;0,0110199;0;0;0;1;0
6;10;266,5;0,028571429;0,028571429;0;0;0;1;0
0;16;1533;0;0,00625;0;0;0;1;0
1;36;1300190476;0,010810811;0,038738739;0;0;0;1;0
0;2;74;0,1;0,15;0;0;0;1;0
3;28;8042833333;0,014141414;0,044155844;7945805543;0;0;1;0
1;19;7345833333;0,016666667;0,044444444;0;0;0;1;0
2;44;3113516667;0,001481481;0,016;0;0;0;1;0
0;3;64;0;0,066666667;0;0;0;1;0
1;7;1148333333;0,014285714;0,007142857;0;0;0;1;0
0;6;95,5;0;0,033333333;0;0;0;1;0
0;7;9366666667;0,028571429;0,04;0;0;0;1;0
1;3;59;0;0,05;0;0;0;1;0
0;3;26;0;0,05;0;0;0;1;0
0;62;113660303;0;0,003517665;0;0;0;1;0
6;47;2989494048;0;0,004813218;30897985;0;1;0;1
2;30;1724,25;0,013793103;0,032413793;0;0;0;1;0
8;14;333,6;0;0,01;1543344;0;0;1;1
1;21;3347857143;0;0,023333333;0;0;0;1;0
0;9;3551666667;0;0,004166667;1802533;0;0;1;1
5;11;4566666667;0;0,003571429;0;0;1;0;0
0;15;1298,5;0,026666667;0,04;0;0;0;1;0
1;28;2258833333;0,007142857;0,046428571;0;0;0;1;0
2;65;2881133333;0;0,002985075;8068062856;0;1;0;1
0;10;206,5;0;0,02;0;0;0;1;0
0;8;143;0;0,0125;0;0;0;1;0
1;11;2678333333;0,018181818;0,036363636;0;0;0;1;0
0;5;454;0;0,05;0;0;0;1;0
5;13;717,6;0;0,001960784;0;0;1;0;0
14;20;106916829;0;0,013;0;0;0;1;0
0;27;8078333333;0,022222222;0,041975309;0;0;0;1;0
0;15;477;0;0,02;0;0;0;1;0
6;11;134,9;0,013333333;0,005333333;0;0;1;0;0
3;16;314;0;0,052631579;0;0;0;1;0
0;5;59;0,08;0,12;0;0;0;1;0
6;23;637;0;0,002469136;0;0;1;0;0
0;11;160,5;0;0,004761905;0;0;1;0;0
0;8;1577;0;0,025;0;0;0;1;0
2;11;6601666667;0;0,016666667;0;0;0;1;0
0;7;169;0;0,057142857;0;0;0;1;0
0;6;8933333333;0;0,066666667;0;0;0;1;0
4;37;2517048459;0,005128205;0,019615385;0;0;0;1;0
0;1;44;0;0,1;0;0;0;1;0
0;5;29;0;0,04;0;0;0;1;0
0;2;86;0;0,1;0;0;0;1;0
2;18;229,75;0,021052632;0,031578947;0;0;0;1;0
0;4;17;0;0,075;0;0;0;1;0
1;17;4983333333;0;0,021052632;7678667659;0;0;1;1
0;1;0;0,2;0,2;0;0;0;1;0
5;33;1039766667;0;0,02027027;0;0;0;1;0
3;11;3691666667;0;0,023076923;0;0;0;1;0
0;23;1669;0;0,017391304;0;0;0;1;0
0;3;44,5;0;0,066666667;0;0;0;1;0
0;6;140;0;0,033333333;0;0;0;1;0
1;5;97;0;0,011111111;0;0;1;0;0
4;13;2501666667;0;0,030612245;0;0;0;1;0
2;17;221,2;0;0,001754386;0;0;1;0;0
0;12;127;0,016666667;0,041666667;0;0;0;1;0
4;17;2293333333;0,011111111;0,031481481;0;0;0;1;0
0;7;3708333333;0,028571429;0,057142857;0;0;0;1;0
5;27;1583596154;0;0,028282828;3963270309;0;0;1;0
9;27;3996939394;0;0,009195402;0;0;1;0;0
1;12;457;0,014285714;0,04047619;0;0;0;1;0
0;3;24;0,066666667;0,133333333;0;0;0;1;0
0;5;1803333333;0,02;0,02;0;0;0;1;0
0;15;5814166667;0;0,007142857;0;0;0;1;0
0;13;5746666667;0;0,061538462;0;0;0;1;0
0;5;56;0;0,08;0;0;0;1;0
0;16;1011;0;0,025;0;0;0;1;0
0;15;1398333333;0,026666667;0,053333333;0;0;0;1;0
1;16;6088333333;0,011764706;0,026666667;5270052142;0;0;1;1
0;6;1251;0,033333333;0,066666667;0;0;0;1;0
0;14;264,5;0;0,007142857;0;0;0;1;0
6;54;1509,8;0;0,006779661;7272067797;0;1;0;0
0;22;356,8;0;0,016666667;0;0;0;1;0
2;19;5987833333;0;0,002631579;0;0;1;0;0
0;4;298;0,1;0,15;0;0;0;1;0
4;31;1141833333;0;0,006060606;1063449802;0;0;1;1
0;6;93;0;0,033333333;0;0;0;1;0
2;40;1209802992;0,004878049;0,01624838;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
0;2;67;0;0,1;0;0;0;1;0
3;30;1107047619;0;0,017760943;3598106601;0;0;1;1
7;19;4996666667;0,008;0,026;1410053333;0;0;1;1
3;15;9361666667;0,01875;0,09375;0;0;0;1;0
0;16;666,1;0;0,014285714;0;0;1;0;0
2;6;1708333333;0;0,007142857;0;0;0;1;0
0;37;1118647186;0;0,008148148;0;0;0;1;0
0;2;86;0;0,05;0;0;0;1;0
2;28;1206614719;0;0,023222222;5417644444;0;0;1;1
5;24;2174375;0,008928571;0,017460317;2707791667;0;0;1;0
0;2;30,5;0;0,05;0;0;0;1;0
0;6;330;0,066666667;0,1;0;0;0;1;0
0;13;437,25;0,069230769;0,102564103;0;0;0;1;0
1;110;3211827706;0,003571429;0,012916667;0;0;0;1;0
0;59;3036,4;0;0,021186441;0;0;0;1;0
0;9;6406666667;0;0,011111111;0;0;0;1;0
0;30;480,25;0,007777778;0,025;0;0;0;1;0
7;32;1350391667;0;0,017877551;0;0;0;1;0
0;7;38;0;0,042857143;0;0;0;1;0
0;12;976,2;0,016666667;0,041666667;0;0;0;1;0
0;8;70,2;0,025;0,061111111;0;0;0;1;0
7;60;2126461941;0,00808768;0,017066636;0;0;0;1;0
0;44;1112;0;0,006818182;0;0;0;1;0
5;19;409,75;0;0,01038961;0;0;1;0;0
0;2;171;0;0,1;0;0;0;1;0
4;12;4012857143;0;0,016;0;0;1;0;0
0;10;4238333333;0;0,01;0;0;0;1;0
0;2;115;0;0,05;0;0;0;1;0
3;10;4271666667;0;0,015384615;0;0;0;1;0
0;39;609,5;0;0,005128205;0;0;0;1;0
0;12;5473333333;0;0,033333333;0;0;0;1;0
8;60;2062890972;0,014009662;0,026580162;170506715;0;0;1;1
6;49;1077007576;0;0,015030864;0;0;0;1;0
0;2;19;0;0,1;0;0;0;1;0
0;20;1606333333;0,01;0,034761905;0;0;0;1;0
2;21;7753333333;0;0,009090909;0;0;0;1;0
0;13;973,5;0;0,046153846;0;0;0;1;0
0;4;32;0;0,075;0;0;0;1;0
0;24;727,5;0;0,016666667;0;0;0;1;0
1;14;710,25;0;0,017777778;0;0;0;1;0
0;48;3644752381;0;0,016666667;1820995652;0;0;1;0
0;41;1089,75;0;0,005853659;0;0;1;0;0
0;14;494;0;0,042857143;0;0;0;1;0
6;84;2566220887;0;0,007575758;1656314545;0;0;1;0
3;18;1049516667;0,023809524;0,03968254;1425648352;0;0;1;1
0;1;0;0,2;0,2;0;0;0;1;0
3;4;139;0;0,0125;0;0;0;1;0
4;19;685,95;0;0,017724868;7141428571;0;0;1;1
0;8;7581666667;0,025;0,05;0;0;0;1;0
2;46;1852,75;0;0,005797101;0;0;0;1;0
3;36;2517;0;0,005405405;2723866195;0;0;1;1
0;19;7513333333;0;0,002777778;1362630613;0;0;1;1
8;35;1549857143;0,005263158;0,019210526;0;0;0;1;0
6;12;202,25;0,025;0,029166667;0;0;0;1;0
0;29;6699679487;0,013793103;0,017241379;0;0;0;1;0
0;7;95;0,014285714;0,061904762;0;0;0;1;0
1;62;1088830952;0,000980392;0,007230392;1148461765;0;0;1;1
3;9;2151;0;0,018181818;1091300022;0;0;1;1
0;12;130,5;0;0,008333333;0;0;0;1;0
4;56;286690202;0;0,010451977;857528587;0;0;1;0
2;19;6089428571;0,009090909;0,041915584;0;0;0;1;0
0;7;360,75;0;0,033333333;0;0;1;0;0
0;2;7;0;0,1;0;0;0;1;0
6;132;4056175369;0,005882353;0,019282953;0;0;0;1;0
0;4;46;0;0,05;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
8;34;7715916667;0,009090909;0,030876623;0;0;0;1;0
0;5;112;0;0,02;0;0;0;1;0
6;29;491,1;0;0,003333333;0;0;1;0;0
0;2;14;0;0,1;0;0;0;1;0
2;22;6021666667;0;0,008695652;0;0;1;0;0
2;7;7733333333;0;0,022222222;0;0;0;1;0
3;2;4;0;0,04;0;0;0;1;0
0;9;1036666667;0,018181818;0,061818182;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
2;4;125;0;0,016666667;0;0;0;1;0
0;24;3878846154;0,025;0,038095238;0;0;0;1;0
2;3;23;0;0,04;0;0;0;1;0
0;3;249;0;0,066666667;0;0;0;1;0
4;19;3453833333;0;0,005797101;0;0;1;0;0
1;13;1001;0;0,013333333;0;0;0;1;0
0;8;7066666667;0,025;0,05;0;0;0;1;0
4;20;1298;0;0,018666667;4076128;0;1;0;0
0;4;75,5;0;0,05;0;0;0;1;0
0;2;57;0;0,1;0;0;0;1;0
2;27;1686966667;0,006451613;0,023502304;7964649501;0;0;1;0
3;10;370,5;0;0,016666667;0;0;0;1;0
0;4;738;0,1;0,15;0;0;0;1;0
0;13;89;0,046153846;0,1;0;0;0;1;0
0;5;1643333333;0,06;0,06;0;0;0;1;0
0;24;2244666667;0,008;0,028;0;0;0;1;0
0;2;5;0;0,1;0;0;0;1;0
5;50;3246977381;0;0,003846154;0;0;1;0;0
7;62;1573233333;0;0,004594595;0;0;0;1;0
2;26;7795051587;0,011111111;0,034403292;1255220741;0;0;1;1
3;115;2625009524;0;0,004013317;0;0;0;1;0
12;43;3266127778;0,004242424;0,043712341;3332333333;0;0;1;0
2;10;303,25;0;0,011111111;0;0;1;0;0
0;17;8066666667;0;0,027058824;0;0;0;1;0
3;30;4654166667;0;0,009375;5066498303;0;0;1;0
0;7;1018;0;0,028571429;0;0;0;1;0
0;7;261,5;0;0,00952381;0;0;0;1;0
0;4;910;0;0,025;0;0;0;1;0
2;41;4270141667;0,004444444;0,027160494;0;0;0;1;0
1;10;413;0;0,009090909;0;0;0;1;0
3;17;372,8;0,013333333;0,026428571;23976;0;0;1;0
0;18;550,5;0;0,031481481;0;0;0;1;0
3;31;1300728987;0,000555556;0,021511104;6938235354;0;0;1;0
0;4;44;0,05;0,1;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
3;7;68,75;0;0,025;0;0;1;0;0
0;37;6847272727;0,005405405;0,023423423;0;0;0;1;0
2;27;1253333333;0,006666667;0,014666667;397173;0;0;1;1
0;4;331;0,05;0,1;0;0;0;1;0
0;30;1791,7;0,013333333;0,031111111;0;0;0;1;0
4;46;1596672282;0;0,008;1992584938;0;1;0;0
7;54;9128283883;0,011461988;0,039251601;0;0;0;1;0
0;7;128;0;0,016666667;0;0;0;1;0
0;13;313;0;0,015384615;0;0;0;1;0
5;8;204;0;0,030769231;0;0;0;1;0
0;2;49;0;0,1;0;0;0;1;0
10;73;2490138095;0;0,010365854;3009281343;0;0;1;0
3;5;86;0;0,0125;0;0;1;0;0
0;9;140;0,022222222;0,055555556;0;0;0;1;0
2;6;162,75;0;0,025;0;0;0;1;0
8;328;9694260714;0,001780415;0,010905045;6467831696;0;0;1;0
5;19;1762,5;0;0,013461538;3154642738;0;0;1;1
1;61;2183,5;0;0,003225806;0;0;0;1;0
1;10;234475;0;0,011111111;0;0;0;1;0
0;10;1397083333;0;0,02;0;0;0;1;0
5;33;1371633333;0;0,005555556;4471103438;0;1;0;1
2;11;7115666667;0;0,00515873;0;0;0;1;0
0;7;2326666667;0;0,014285714;0;0;0;1;0
0;3;51,5;0;0,066666667;0;0;0;1;0
4;2;11;0;0,008;0;0;1;0;0
8;23;1768193627;0,019444444;0,065189145;0;0;0;1;0
0;1;0;0,2;0,2;0;0;0;1;0
2;12;240;0,014285714;0,042857143;0;0;0;1;0
0;9;4158333333;0;0,0125;0;0;1;0;0
2;3;66;0;0,066666667;0;0;0;1;0
4;5;95,5;0;0,025;0;0;1;0;0
0;11;200,85;0,036363636;0,047107438;0;0;0;1;0
1;15;839,5;0,01875;0,054166667;0;0;0;1;0
5;6;80;0;0,028571429;0;0;0;1;0
1;31;2372333333;0;0,012941176;1032166068;0;0;1;0
0;49;5748333333;0;0,012;0;0;0;1;0
